id,format,rating,uploadtime
gen7ou-980610728,[Gen 7] OU,1581.0,1569219325
gen7ou-980610994,[Gen 7] OU,1184.0,1569219708
gen7ou-980611207,[Gen 7] OU,1306.0,1569219847
gen7ou-980611305,[Gen 7] OU,1112.0,1569219474
gen7ou-980611494,[Gen 7] OU,1346.0,1569219859
gen7ou-980611578,[Gen 7] OU,1183.0,1569219659
gen7ou-980611816,[Gen 7] OU,1780.0,1569219662
gen7ou-980611979,[Gen 7] OU,1224.0,1569219919
gen7ou-980612743,[Gen 7] OU,1176.0,1569220220
gen7ou-980613162,[Gen 7] OU,1238.0,1569219969
gen7ou-980613328,[Gen 7] OU,1365.0,1569220091
gen7ou-980613685,[Gen 7] OU,1019.0,1569220669
gen7ou-980613716,[Gen 7] OU,1715.0,1569220088
gen7ou-980613960,[Gen 7] OU,1572.0,1569220515
gen7ou-980614017,[Gen 7] OU,1430.0,1569220515
gen7ou-980615344,[Gen 7] OU,1543.0,1569220537
gen7ou-980616044,[Gen 7] OU,1012.0,1569220987
gen7ou-980616473,[Gen 7] OU,1265.0,1569221142
gen7ou-980616507,[Gen 7] OU,1778.0,1569221232
gen7ou-980616943,[Gen 7] OU,1005.0,1569220989
gen7ou-980617135,[Gen 7] OU,1363.0,1569221095
gen7ou-980617312,[Gen 7] OU,1108.0,1569221192
gen7ou-980617403,[Gen 7] OU,1207.0,1569221304
gen7ou-980618126,[Gen 7] OU,1495.0,1569221309
gen7ou-983281240,[Gen 7] OU,1318.0,1569625698
gen7ou-983296098,[Gen 7] OU,1077.0,1569625012
gen7ou-983301077,[Gen 7] OU,1124.0,1569624331
gen7ou-983301256,[Gen 7] OU,1404.0,1569624711
gen7ou-983301682,[Gen 7] OU,1399.0,1569624752
gen7ou-983301851,[Gen 7] OU,1549.0,1569624760
gen7ou-983302054,[Gen 7] OU,1142.0,1569624484
gen7ou-983303064,[Gen 7] OU,1023.0,1569624594
gen7ou-983303321,[Gen 7] OU,1163.0,1569624519
gen7ou-983303720,[Gen 7] OU,1603.0,1569624747
gen7ou-983304207,[Gen 7] OU,1221.0,1569624619
gen7ou-983305330,[Gen 7] OU,1262.0,1569624981
gen7ou-983305734,[Gen 7] OU,1731.0,1569625016
gen7ou-983305969,[Gen 7] OU,1042.0,1569625186
gen7ou-983306290,[Gen 7] OU,1357.0,1569625457
gen7ou-983306411,[Gen 7] OU,1144.0,1569625141
gen7ou-983306597,[Gen 7] OU,1346.0,1569625175
gen7ou-983306733,[Gen 7] OU,1550.0,1569625018
gen7ou-983306883,[Gen 7] OU,1030.0,1569625221
gen7ou-983308259,[Gen 7] OU,1363.0,1569625457
gen7ou-983308315,[Gen 7] OU,1230.0,1569625290
gen7ou-983308334,[Gen 7] OU,1088.0,1569625582
gen7ou-983308452,[Gen 7] OU,1503.0,1569625519
gen7ou-983309030,[Gen 7] OU,1300.0,1569625233
gen7ou-983309269,[Gen 7] OU,1552.0,1569625960
gen7ou-983309315,[Gen 7] OU,1080.0,1569625615
gen7ou-983309617,[Gen 7] OU,1026.0,1569626069
gen7ou-983309662,[Gen 7] OU,1787.0,1569625719
gen7ou-983309749,[Gen 7] OU,1152.0,1569625691
gen7ou-983310190,[Gen 7] OU,1393.0,1569625809
gen7ou-983310228,[Gen 7] OU,1286.0,1569625766
gen7ou-983310252,[Gen 7] OU,1212.0,1569626067
gen7ou-983311255,[Gen 7] OU,1134.0,1569626109
gen7ou-983311308,[Gen 7] OU,1652.0,1569625792
gen7ou-983311405,[Gen 7] OU,1771.0,1569625791
gen7ou-983312951,[Gen 7] OU,1795.0,1569626136
gen7ou-983313837,[Gen 7] OU,1573.0,1569626064
gen7ou-983313931,[Gen 7] OU,1526.0,1569626064
gen7ou-983798384,[Gen 7] OU,1394.0,1569706050
gen7ou-983799800,[Gen 7] OU,1774.0,1569705815
gen7ou-983799942,[Gen 7] OU,1093.0,1569705792
gen7ou-983800015,[Gen 7] OU,1418.0,1569705752
gen7ou-983800423,[Gen 7] OU,1015.0,1569706133
gen7ou-983800576,[Gen 7] OU,1352.0,1569705966
gen7ou-983800706,[Gen 7] OU,1790.0,1569705879
gen7ou-983801100,[Gen 7] OU,1272.0,1569705837
gen7ou-983801596,[Gen 7] OU,1588.0,1569705873
gen7ou-983802011,[Gen 7] OU,1366.0,1569706098
gen7ou-983802026,[Gen 7] OU,1597.0,1569706430
gen7ou-983802179,[Gen 7] OU,1084.0,1569706273
gen7ou-983802979,[Gen 7] OU,1062.0,1569706163
gen7ou-983803308,[Gen 7] OU,1322.0,1569706178
gen7ou-983803387,[Gen 7] OU,1026.0,1569706359
gen7ou-983803438,[Gen 7] OU,1071.0,1569705964
gen7ou-983803613,[Gen 7] OU,1525.0,1569706147
gen7ou-983803693,[Gen 7] OU,1405.0,1569706308
gen7ou-983803889,[Gen 7] OU,1770.0,1569706113
gen7ou-983804268,[Gen 7] OU,1086.0,1569706572
gen7ou-983804349,[Gen 7] OU,1395.0,1569706314
gen7ou-983804529,[Gen 7] OU,1414.0,1569706043
gen7ou-983804681,[Gen 7] OU,1709.0,1569706319
gen7ou-983804707,[Gen 7] OU,1325.0,1569706327
gen7ou-983805127,[Gen 7] OU,1194.0,1569706255
gen7ou-983806117,[Gen 7] OU,1750.0,1569706550
gen7ou-983806622,[Gen 7] OU,1213.0,1569706558
gen7ou-983807014,[Gen 7] OU,1245.0,1569706535
gen7ou-983807221,[Gen 7] OU,1563.0,1569706641
gen7ou-983807372,[Gen 7] OU,1063.0,1569706659
gen7ou-983807626,[Gen 7] OU,1078.0,1569706538
gen7ou-983807638,[Gen 7] OU,1490.0,1569706451
gen7ou-983809309,[Gen 7] OU,1219.0,1569706753
gen7ou-986309883,[Gen 7] OU,1085.0,1570112808
gen7ou-986322115,[Gen 7] OU,1380.0,1570112000
gen7ou-986322410,[Gen 7] OU,1206.0,1570112123
gen7ou-986322964,[Gen 7] OU,1060.0,1570111945
gen7ou-986323890,[Gen 7] OU,1241.0,1570112138
gen7ou-986324182,[Gen 7] OU,1445.0,1570111939
gen7ou-986324980,[Gen 7] OU,1546.0,1570112482
gen7ou-986325690,[Gen 7] OU,1128.0,1570112176
gen7ou-986325783,[Gen 7] OU,1307.0,1570112182
gen7ou-986326190,[Gen 7] OU,1398.0,1570112088
gen7ou-986326621,[Gen 7] OU,1416.0,1570112616
gen7ou-986328142,[Gen 7] OU,1275.0,1570112444
gen7ou-986328180,[Gen 7] OU,1081.0,1570112447
gen7ou-986329016,[Gen 7] OU,1325.0,1570112582
gen7ou-986329528,[Gen 7] OU,1140.0,1570112620
gen7ou-986329819,[Gen 7] OU,1433.0,1570112831
gen7ou-986330849,[Gen 7] OU,1621.0,1570112710
gen7ou-986330856,[Gen 7] OU,1303.0,1570112826
gen7ou-986331444,[Gen 7] OU,1245.0,1570113297
gen7ou-986331645,[Gen 7] OU,1354.0,1570112765
gen7ou-986332584,[Gen 7] OU,1426.0,1570113083
gen7ou-986332907,[Gen 7] OU,1249.0,1570113020
gen7ou-986333087,[Gen 7] OU,1234.0,1570113232
gen7ou-986333499,[Gen 7] OU,1188.0,1570113091
gen7ou-986334749,[Gen 7] OU,1613.0,1570113125
gen7ou-986334751,[Gen 7] OU,1282.0,1570113268
gen7ou-986334958,[Gen 7] OU,1298.0,1570113153
gen7ou-989900826,[Gen 7] OU,1858.0,1570670577
gen7ou-989900998,[Gen 7] OU,1347.0,1570670492
gen7ou-989902624,[Gen 7] OU,1314.0,1570670475
gen7ou-989902769,[Gen 7] OU,1638.0,1570670810
gen7ou-989904002,[Gen 7] OU,1100.0,1570670809
gen7ou-989904600,[Gen 7] OU,1010.0,1570670581
gen7ou-989904658,[Gen 7] OU,1594.0,1570671011
gen7ou-989905230,[Gen 7] OU,1721.0,1570670681
gen7ou-989905481,[Gen 7] OU,1235.0,1570670667
gen7ou-989905530,[Gen 7] OU,1667.0,1570671212
gen7ou-989905787,[Gen 7] OU,1134.0,1570671008
gen7ou-989906190,[Gen 7] OU,1103.0,1570670676
gen7ou-989906295,[Gen 7] OU,1537.0,1570670802
gen7ou-989906368,[Gen 7] OU,1689.0,1570671309
gen7ou-989906611,[Gen 7] OU,1474.0,1570670750
gen7ou-989906924,[Gen 7] OU,1127.0,1570670991
gen7ou-989907141,[Gen 7] OU,1309.0,1570670980
gen7ou-989907532,[Gen 7] OU,1081.0,1570671112
gen7ou-989907857,[Gen 7] OU,1016.0,1570671220
gen7ou-989908005,[Gen 7] OU,1560.0,1570671105
gen7ou-989908245,[Gen 7] OU,1346.0,1570671305
gen7ou-989908431,[Gen 7] OU,1129.0,1570671228
gen7ou-989909436,[Gen 7] OU,1430.0,1570671421
gen7ou-989909889,[Gen 7] OU,1230.0,1570671370
gen7ou-989910294,[Gen 7] OU,1532.0,1570671473
gen7ou-989910455,[Gen 7] OU,1352.0,1570671414
gen7ou-989910632,[Gen 7] OU,1088.0,1570671590
gen7ou-989910652,[Gen 7] OU,1365.0,1570671524
gen7ou-989911175,[Gen 7] OU,1677.0,1570671767
gen7ou-989911412,[Gen 7] OU,1044.0,1570671842
gen7ou-989911590,[Gen 7] OU,1112.0,1570671586
gen7ou-989911614,[Gen 7] OU,1444.0,1570671520
gen7ou-989912356,[Gen 7] OU,1525.0,1570671766
gen7ou-989912682,[Gen 7] OU,1165.0,1570671898
gen7ou-989913160,[Gen 7] OU,1163.0,1570671820
gen7ou-989913680,[Gen 7] OU,1249.0,1570671922
gen7ou-989913980,[Gen 7] OU,1390.0,1570671909
gen7ou-996436349,[Gen 7] OU,1503.0,1571706672
gen7ou-996437825,[Gen 7] OU,1362.0,1571705277
gen7ou-996437952,[Gen 7] OU,1226.0,1571705293
gen7ou-996438469,[Gen 7] OU,1304.0,1571705314
gen7ou-996438884,[Gen 7] OU,1226.0,1571705272
gen7ou-996438919,[Gen 7] OU,1030.0,1571705936
gen7ou-996439503,[Gen 7] OU,1209.0,1571705244
gen7ou-996439531,[Gen 7] OU,1352.0,1571705261
gen7ou-996439578,[Gen 7] OU,1401.0,1571706608
gen7ou-996439614,[Gen 7] OU,1395.0,1571705741
gen7ou-996440282,[Gen 7] OU,1433.0,1571705433
gen7ou-996440995,[Gen 7] OU,1380.0,1571705470
gen7ou-996441391,[Gen 7] OU,1409.0,1571705808
gen7ou-996441972,[Gen 7] OU,1049.0,1571705719
gen7ou-996443111,[Gen 7] OU,1074.0,1571705739
gen7ou-996443198,[Gen 7] OU,1429.0,1571705733
gen7ou-996443765,[Gen 7] OU,1323.0,1571705845
gen7ou-996443963,[Gen 7] OU,1105.0,1571705723
gen7ou-996444820,[Gen 7] OU,1164.0,1571706147
gen7ou-996446699,[Gen 7] OU,1420.0,1571706704
gen7ou-996446713,[Gen 7] OU,1325.0,1571706565
gen7ou-996447521,[Gen 7] OU,1163.0,1571706225
gen7ou-996448066,[Gen 7] OU,1311.0,1571706457
gen7ou-996448101,[Gen 7] OU,1585.0,1571706306
gen7ou-996449557,[Gen 7] OU,1113.0,1571706620
gen7ou-996450206,[Gen 7] OU,1552.0,1571706899
gen7ou-996450629,[Gen 7] OU,1510.0,1571706895
gen7ou-996450855,[Gen 7] OU,1626.0,1571707246
gen7ou-996451156,[Gen 7] OU,1072.0,1571707127
gen7ou-996451554,[Gen 7] OU,1558.0,1571707164
gen7ou-996451790,[Gen 7] OU,1136.0,1571706867
gen7ou-996452603,[Gen 7] OU,1459.0,1571707260
gen7ou-996453441,[Gen 7] OU,1002.0,1571707145
gen7ou-998837327,[Gen 7] OU,1720.0,1572079114
gen7ou-998838081,[Gen 7] OU,1295.0,1572079005
gen7ou-998838371,[Gen 7] OU,1344.0,1572079324
gen7ou-998838383,[Gen 7] OU,1112.0,1572078967
gen7ou-998838388,[Gen 7] OU,1083.0,1572079286
gen7ou-998838413,[Gen 7] OU,1097.0,1572078945
gen7ou-998839476,[Gen 7] OU,1894.0,1572079165
gen7ou-998839806,[Gen 7] OU,1147.0,1572079226
gen7ou-998839877,[Gen 7] OU,1275.0,1572079196
gen7ou-998839966,[Gen 7] OU,1319.0,1572079176
gen7ou-998840568,[Gen 7] OU,1648.0,1572079318
gen7ou-998840826,[Gen 7] OU,1477.0,1572079494
gen7ou-998841002,[Gen 7] OU,1172.0,1572079579
gen7ou-998841022,[Gen 7] OU,1390.0,1572079297
gen7ou-998841049,[Gen 7] OU,1082.0,1572079685
gen7ou-998841060,[Gen 7] OU,1385.0,1572079504
gen7ou-998841260,[Gen 7] OU,1481.0,1572079694
gen7ou-998841308,[Gen 7] OU,1026.0,1572079336
gen7ou-998841355,[Gen 7] OU,1282.0,1572079801
gen7ou-998841392,[Gen 7] OU,1361.0,1572079464
gen7ou-998841486,[Gen 7] OU,1322.0,1572079438
gen7ou-998841670,[Gen 7] OU,1164.0,1572079499
gen7ou-998841911,[Gen 7] OU,1162.0,1572079479
gen7ou-998842038,[Gen 7] OU,1339.0,1572079606
gen7ou-998842530,[Gen 7] OU,1296.0,1572079637
gen7ou-998842539,[Gen 7] OU,1272.0,1572079769
gen7ou-998842565,[Gen 7] OU,1573.0,1572080111
gen7ou-998842680,[Gen 7] OU,1062.0,1572079699
gen7ou-998842978,[Gen 7] OU,1446.0,1572079852
gen7ou-998842989,[Gen 7] OU,1074.0,1572079750
gen7ou-998843155,[Gen 7] OU,1061.0,1572079925
gen7ou-998843299,[Gen 7] OU,1433.0,1572080004
gen7ou-998843531,[Gen 7] OU,1051.0,1572080306
gen7ou-998843805,[Gen 7] OU,1257.0,1572080201
gen7ou-998844341,[Gen 7] OU,1455.0,1572080535
gen7ou-998844483,[Gen 7] OU,1298.0,1572080271
gen7ou-998844814,[Gen 7] OU,1218.0,1572080343
gen7ou-998844872,[Gen 7] OU,1341.0,1572080453
gen7ou-998844892,[Gen 7] OU,1842.0,1572080537
gen7ou-998845089,[Gen 7] OU,1067.0,1572080380
gen7ou-998845612,[Gen 7] OU,1373.0,1572080649
gen7ou-998845819,[Gen 7] OU,1575.0,1572080740
gen7ou-998845835,[Gen 7] OU,1381.0,1572080886
gen7ou-998845874,[Gen 7] OU,1123.0,1572080642
gen7ou-998845909,[Gen 7] OU,1014.0,1572080548
gen7ou-998846768,[Gen 7] OU,1585.0,1572080940
gen7ou-998847008,[Gen 7] OU,1113.0,1572080948
gen7ou-998847956,[Gen 7] OU,1074.0,1572081099
gen7ru-1008911657,[Gen 7] RU,1056.0,1573647352
gen7ru-1008922089,[Gen 7] RU,1069.0,1573649465
gen7ru-1008940571,[Gen 7] RU,1052.0,1573652187
gen7ru-1010617892,[Gen 7] RU,1122.0,1573906646
gen7ru-1010620779,[Gen 7] RU,1023.0,1573906606
gen7ru-1010624474,[Gen 7] RU,1110.0,1573907441
gen7ru-1010638968,[Gen 7] RU,1261.0,1573910265
gen7ru-1010641103,[Gen 7] RU,1376.0,1573910516
gen7ru-1010649367,[Gen 7] RU,1223.0,1573911578
gen7ru-1010660106,[Gen 7] RU,1085.0,1573913525
gen7ru-1010688200,[Gen 7] RU,1076.0,1573916729
gen7ru-1010698514,[Gen 7] RU,1016.0,1573918454
gen7ru-1020405948,[Gen 7] RU,1098.0,1575180124
gen7ru-1020409861,[Gen 7] RU,1160.0,1575180613
gen7ru-1020424014,[Gen 7] RU,1069.0,1575183202
gen7ru-1020431476,[Gen 7] RU,1112.0,1575184434
gen7ru-1021018395,[Gen 7] RU,1287.0,1575259586
gen7ru-1021061666,[Gen 7] RU,1284.0,1575267092
gen7ru-1021133912,[Gen 7] RU,1263.0,1575279703
gen7ru-1026127627,[Gen 7] RU,1144.0,1575874975
gen7ru-1026182417,[Gen 7] RU,1058.0,1575886473
gen7ru-1026182950,[Gen 7] RU,1011.0,1575886437
gen7ru-1026184032,[Gen 7] RU,1001.0,1575886727
gen7ru-1026792870,[Gen 7] RU,1115.0,1575951713
gen7ru-1026800611,[Gen 7] RU,1282.0,1575952873
gen7ru-1037077265,[Gen 7] RU,1203.0,1577549413
gen7ru-1037121857,[Gen 7] RU,1031.0,1577555802
gen7ru-1037127022,[Gen 7] RU,1079.0,1577556242
gen7ru-1037215435,[Gen 7] RU,1365.0,1577568218
gen7ru-1037238151,[Gen 7] RU,1067.0,1577570571
gen7ru-1037238891,[Gen 7] RU,1238.0,1577571100
gen7ru-1037252912,[Gen 7] RU,1087.0,1577572806
gen7ru-1037261717,[Gen 7] RU,1112.0,1577574121
gen7ru-1037397190,[Gen 7] RU,1056.0,1577594468
gen7ru-1037408134,[Gen 7] RU,1397.0,1577597080
gen7ru-1037574163,[Gen 7] RU,1348.0,1577633626
gen7ru-1037606100,[Gen 7] RU,1175.0,1577638373
gen7ru-1037735612,[Gen 7] RU,1129.0,1577654998
gen7ru-1037905368,[Gen 7] RU,1169.0,1577678010
gen7ru-1037918598,[Gen 7] RU,1136.0,1577679914
gen7ru-1038055253,[Gen 7] RU,1273.0,1577709754
gen7ru-1038066245,[Gen 7] RU,1320.0,1577711755
gen7ru-1038133076,[Gen 7] RU,1362.0,1577722455
gen7ru-1038137803,[Gen 7] RU,1201.0,1577722663
gen7ru-1038140969,[Gen 7] RU,1209.0,1577723403
gen7ru-1038152192,[Gen 7] RU,1129.0,1577724672
gen7ru-1049310857,[Gen 7] RU,1325.0,1579474528
gen7ru-1049319641,[Gen 7] RU,1121.0,1579476249
gen7ru-1049370809,[Gen 7] RU,1137.0,1579482967
gen7ru-1049437936,[Gen 7] RU,1041.0,1579492927
gen7ru-1049804891,[Gen 7] RU,1097.0,1579553700
gen7ru-1050073592,[Gen 7] RU,1246.0,1579595938
gen7ru-1050179758,[Gen 7] RU,1010.0,1579616643
gen7ru-1050613023,[Gen 7] RU,1059.0,1579673243
gen7ru-1050617576,[Gen 7] RU,1182.0,1579674173
gen7ru-1050620028,[Gen 7] RU,1067.0,1579674690
gen7ru-1050622107,[Gen 7] RU,1053.0,1579675182
gen7ru-1050633081,[Gen 7] RU,1075.0,1579678260
gen7ru-1050636781,[Gen 7] RU,1070.0,1579678921
gen7ru-1050776382,[Gen 7] RU,1198.0,1579705705
gen7ru-1050793266,[Gen 7] RU,1239.0,1579707413
gen7ru-1051612098,[Gen 7] RU,1053.0,1579819878
gen7ru-1051661254,[Gen 7] RU,1397.0,1579826687
gen7ru-1051683757,[Gen 7] RU,1434.0,1579830177
gen7ru-1053560230,[Gen 7] RU,1057.0,1580145175
gen7ru-1053734712,[Gen 7] RU,1153.0,1580165859
gen7ru-1053821042,[Gen 7] RU,1339.0,1580178450
gen7ru-1054045826,[Gen 7] RU,1049.0,1580223796
gen7ru-1054613876,[Gen 7] RU,1027.0,1580311723
gen7ru-1054953499,[Gen 7] RU,1024.0,1580355861
gen7ru-1055507089,[Gen 7] RU,1160.0,1580443243
gen7ru-588976292,[Gen 7] RU,1161.0,1497125481
gen7ru-588988609,[Gen 7] RU,1052.0,1497127344
gen7ru-588989598,[Gen 7] RU,1231.0,1497127028
gen7ru-588997388,[Gen 7] RU,1190.0,1497128690
gen7ru-589011402,[Gen 7] RU,1092.0,1497130528
gen7ru-589013093,[Gen 7] RU,1162.0,1497130709
gen7ru-589014796,[Gen 7] RU,1037.0,1497131008
gen7ru-589018959,[Gen 7] RU,1085.0,1497131571
gen7ru-589025259,[Gen 7] RU,1182.0,1497132366
gen7ru-589028823,[Gen 7] RU,1047.0,1497133682
gen7ru-589030172,[Gen 7] RU,1010.0,1497133001
gen7ru-589037884,[Gen 7] RU,1081.0,1497134319
gen7ru-589053720,[Gen 7] RU,1026.0,1497137015
gen7ru-589061446,[Gen 7] RU,1151.0,1497138676
gen7ru-589066578,[Gen 7] RU,1311.0,1497139343
gen7ru-589067814,[Gen 7] RU,1047.0,1497139253
gen7ru-589076668,[Gen 7] RU,1072.0,1497140677
gen7ru-589090022,[Gen 7] RU,1075.0,1497143202
gen7ru-589092176,[Gen 7] RU,1027.0,1497143431
gen7ru-589107870,[Gen 7] RU,1054.0,1497146598
gen7ru-589111160,[Gen 7] RU,1170.0,1497147174
gen7ru-589131266,[Gen 7] RU,1148.0,1497150689
gen7ru-589131800,[Gen 7] RU,1054.0,1497150792
gen7ru-589134641,[Gen 7] RU,1050.0,1497151616
gen7ru-589136319,[Gen 7] RU,1054.0,1497151688
gen7ru-589145096,[Gen 7] RU,1056.0,1497153545
gen7ru-589149290,[Gen 7] RU,1015.0,1497154556
gen7ru-589153263,[Gen 7] RU,1063.0,1497155419
gen7ru-589159132,[Gen 7] RU,1075.0,1497156920
gen7ru-589161147,[Gen 7] RU,1093.0,1497156936
gen7ru-589166554,[Gen 7] RU,1026.0,1497158989
gen7ru-589171140,[Gen 7] RU,1060.0,1497159563
gen7ru-589187842,[Gen 7] RU,1026.0,1497164491
gen7ru-590957276,[Gen 7] RU,1212.0,1497517871
gen7ru-590958178,[Gen 7] RU,1024.0,1497517553
gen7ru-590959777,[Gen 7] RU,1060.0,1497518370
gen7ru-590960450,[Gen 7] RU,1110.0,1497518394
gen7ru-590961076,[Gen 7] RU,1212.0,1497518732
gen7ru-590971839,[Gen 7] RU,1093.0,1497521642
gen7ru-590971860,[Gen 7] RU,1037.0,1497521942
gen7ru-590988603,[Gen 7] RU,1064.0,1497527078
gen7ru-590988977,[Gen 7] RU,1238.0,1497526478
gen7ru-591000097,[Gen 7] RU,1118.0,1497528889
gen7ru-591000892,[Gen 7] RU,1029.0,1497529291
gen7ru-591002000,[Gen 7] RU,1082.0,1497529351
gen7ru-591003635,[Gen 7] RU,1010.0,1497529560
gen7ru-591014345,[Gen 7] RU,1069.0,1497531901
gen7ru-591018725,[Gen 7] RU,1038.0,1497533035
gen7ru-591019570,[Gen 7] RU,1030.0,1497533598
gen7ru-591019982,[Gen 7] RU,1093.0,1497533127
gen7ru-591021248,[Gen 7] RU,1205.0,1497533390
gen7ru-591021741,[Gen 7] RU,1036.0,1497533605
gen7ru-591021991,[Gen 7] RU,1076.0,1497533429
gen7ru-591027530,[Gen 7] RU,1054.0,1497534711
gen7ru-591033793,[Gen 7] RU,1028.0,1497535758
gen7ru-591042344,[Gen 7] RU,1322.0,1497537144
gen7ru-591046941,[Gen 7] RU,1130.0,1497537966
gen7ru-591060745,[Gen 7] RU,1017.0,1497539959
gen7ru-591072601,[Gen 7] RU,1129.0,1497541471
gen7ru-591078510,[Gen 7] RU,1107.0,1497542490
gen7ru-591090552,[Gen 7] RU,1043.0,1497544200
gen7ru-591096400,[Gen 7] RU,1103.0,1497545103
gen7ru-591105757,[Gen 7] RU,1093.0,1497546777
gen7ru-591120250,[Gen 7] RU,1057.0,1497548624
gen7ru-591515275,[Gen 7] RU,1074.0,1497624629
gen7ru-591518604,[Gen 7] RU,1124.0,1497625211
gen7ru-591520046,[Gen 7] RU,1042.0,1497625155
gen7ru-591523453,[Gen 7] RU,1081.0,1497625772
gen7ru-591524650,[Gen 7] RU,1050.0,1497625995
gen7ru-591527707,[Gen 7] RU,1142.0,1497626287
gen7ru-591527759,[Gen 7] RU,1314.0,1497626525
gen7ru-591528160,[Gen 7] RU,1146.0,1497626535
gen7ru-591531724,[Gen 7] RU,1155.0,1497627606
gen7ru-591534253,[Gen 7] RU,1106.0,1497627514
gen7ru-591534441,[Gen 7] RU,1175.0,1497627606
gen7ru-591537068,[Gen 7] RU,1148.0,1497628126
gen7ru-591540402,[Gen 7] RU,1221.0,1497629353
gen7ru-591547322,[Gen 7] RU,1077.0,1497629715
gen7ru-591547628,[Gen 7] RU,1366.0,1497630072
gen7ru-591551372,[Gen 7] RU,1118.0,1497629859
gen7ru-591554027,[Gen 7] RU,1198.0,1497630219
gen7ru-591555170,[Gen 7] RU,1185.0,1497630536
gen7ru-591556433,[Gen 7] RU,1109.0,1497630619
gen7ru-591558497,[Gen 7] RU,1016.0,1497630715
gen7ru-591558966,[Gen 7] RU,1139.0,1497630944
gen7ru-591564697,[Gen 7] RU,1091.0,1497631850
gen7ru-591565462,[Gen 7] RU,1100.0,1497631810
gen7ru-591570891,[Gen 7] RU,1042.0,1497632679
gen7ru-591574326,[Gen 7] RU,1027.0,1497633248
gen7ru-591588194,[Gen 7] RU,1066.0,1497635227
gen7ru-591593360,[Gen 7] RU,1139.0,1497635414
gen7ru-594086743,[Gen 7] RU,1132.0,1498115977
gen7ru-594091141,[Gen 7] RU,1288.0,1498117380
gen7ru-594094087,[Gen 7] RU,1134.0,1498118072
gen7ru-594095193,[Gen 7] RU,1025.0,1498118152
gen7ru-594097202,[Gen 7] RU,1069.0,1498118937
gen7ru-594101929,[Gen 7] RU,1140.0,1498120834
gen7ru-594105355,[Gen 7] RU,1029.0,1498121695
gen7ru-594111807,[Gen 7] RU,1088.0,1498123671
gen7ru-594112922,[Gen 7] RU,1108.0,1498124238
gen7ru-594119781,[Gen 7] RU,1151.0,1498126289
gen7ru-594121949,[Gen 7] RU,1189.0,1498126656
gen7ru-594126177,[Gen 7] RU,1024.0,1498127888
gen7ru-594126429,[Gen 7] RU,1106.0,1498128566
gen7ru-594128854,[Gen 7] RU,1195.0,1498129245
gen7ru-594129537,[Gen 7] RU,1149.0,1498129380
gen7ru-594132980,[Gen 7] RU,1149.0,1498130234
gen7ru-594141671,[Gen 7] RU,1017.0,1498132238
gen7ru-594161518,[Gen 7] RU,1083.0,1498137076
gen7ru-594163172,[Gen 7] RU,1088.0,1498137748
gen7ru-594170537,[Gen 7] RU,1170.0,1498139107
gen7ru-594177519,[Gen 7] RU,1204.0,1498139811
gen7ru-594181875,[Gen 7] RU,1060.0,1498140527
gen7ru-594207344,[Gen 7] RU,1048.0,1498145450
gen7ru-594207609,[Gen 7] RU,1119.0,1498144982
gen7ru-594213610,[Gen 7] RU,1173.0,1498145652
gen7ru-594218224,[Gen 7] RU,1056.0,1498147901
gen7ru-594225928,[Gen 7] RU,1067.0,1498147906
gen7ru-594230759,[Gen 7] RU,1009.0,1498148112
gen7ru-594246258,[Gen 7] RU,1177.0,1498150502
gen7ru-594251211,[Gen 7] RU,1129.0,1498151547
gen7ru-595213327,[Gen 7] RU,1135.0,1498336248
gen7ru-595219554,[Gen 7] RU,1127.0,1498337769
gen7ru-595224418,[Gen 7] RU,1119.0,1498338147
gen7ru-595226185,[Gen 7] RU,1096.0,1498338535
gen7ru-595232148,[Gen 7] RU,1065.0,1498339528
gen7ru-595232577,[Gen 7] RU,1186.0,1498339626
gen7ru-595235979,[Gen 7] RU,1141.0,1498339961
gen7ru-595241714,[Gen 7] RU,1145.0,1498341050
gen7ru-595243715,[Gen 7] RU,1249.0,1498341102
gen7ru-595245584,[Gen 7] RU,1171.0,1498341401
gen7ru-595247046,[Gen 7] RU,1038.0,1498341884
gen7ru-595254951,[Gen 7] RU,1031.0,1498343013
gen7ru-595257585,[Gen 7] RU,1002.0,1498343406
gen7ru-595274654,[Gen 7] RU,1238.0,1498346324
gen7ru-595277477,[Gen 7] RU,1222.0,1498347004
gen7ru-595278396,[Gen 7] RU,1072.0,1498347374
gen7ru-595279500,[Gen 7] RU,1204.0,1498347489
gen7ru-595283223,[Gen 7] RU,1096.0,1498347864
gen7ru-595284976,[Gen 7] RU,1244.0,1498348455
gen7ru-595288198,[Gen 7] RU,1027.0,1498349532
gen7ru-595292490,[Gen 7] RU,1024.0,1498349808
gen7ru-595297115,[Gen 7] RU,1033.0,1498351521
gen7ru-595298030,[Gen 7] RU,1183.0,1498350481
gen7ru-595300020,[Gen 7] RU,1096.0,1498351242
gen7ru-595300756,[Gen 7] RU,1030.0,1498351376
gen7ru-595304959,[Gen 7] RU,1035.0,1498351793
gen7ru-595306956,[Gen 7] RU,1059.0,1498352432
gen7ru-595307618,[Gen 7] RU,1284.0,1498352399
gen7ru-599915909,[Gen 7] RU,1045.0,1499284575
gen7ru-599939713,[Gen 7] RU,1032.0,1499287444
gen7ru-599943301,[Gen 7] RU,1069.0,1499287890
